,Unnamed: 0,Titr,URL,title,Date,text_file
204,205,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2018-results-696587871.html,Media Advisory - Air Canada to Present Third Quarter 2018 Results,"Oct 10, 2018, 10:00 ET",696587871.txt
205,206,Taste The Fine Wine Of The Bor,https://www.newswire.ca/news-releases/taste-the-fine-wine-of-the-bordeaux-region-with-air-canadas-new-seasonal-service-from-montreal-695009551.html,Taste The Fine Wine Of The Bordeaux Region With Air Canada's New Seasonal Service From Montreal,"Oct 03, 2018, 07:00 ET",695009551.txt
206,207,Take A Waltz From Toronto to V,https://www.newswire.ca/news-releases/take-a-waltz-from-toronto-to-vienna-with-air-canadas-new-service-to-austrias-capital-695006551.html,Take A Waltz From Toronto to Vienna With Air Canada's New Service To Austria's Capital,"Oct 03, 2018, 06:00 ET",695006551.txt
207,208,Air Canada Commends the Govern,https://www.newswire.ca/news-releases/air-canada-commends-the-governments-of-canada-the-united-states-and-mexico-on-reaching-a-new-trade-agreement-694890061.html,"Air Canada Commends the Governments of Canada, the United States and Mexico on Reaching a new Trade Agreement","Oct 02, 2018, 06:30 ET",694890061.txt
208,209,Air Canada Announces Top 10 fo,https://www.newswire.ca/news-releases/air-canada-announces-top-10-for-canadas-best-new-bars-2018-694771811.html,Air Canada Announces Top 10 for Canada's Best New Bars 2018,"Oct 01, 2018, 06:00 ET",694771811.txt
209,210,Air Canada President and Chief,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-calin-rovinescu-given-ceo-lifetime-achievement-award-by-the-airline-passenger-experience-association-694159871.html,Air Canada President and Chief Executive Calin Rovinescu Given CEO Lifetime Achievement Award by the Airline Passenger Experience Association,"Sep 24, 2018, 14:38 ET",694159871.txt
210,211,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-17th-annual-eastern-institutional-investor-conference-693471231.html,Media Advisory - Air Canada Executive Vice President and Chief Financial Officer Michael Rousseau to Present at the CIBC 17th Annual Eastern Institutional Investor Conference,"Sep 17, 2018, 09:00 ET",693471231.txt
211,212,Air Canada Unveils New Maple L,https://www.newswire.ca/news-releases/air-canada-unveils-new-maple-leaf-lounge-at-saskatoons-john-g-diefenbaker-international-airport-693235961.html,Air Canada Unveils New Maple Leaf Lounge at Saskatoon's John G. Diefenbaker International Airport,"Sep 14, 2018, 08:00 ET",693235961.txt
212,213,Air Canada Affirmed as North A,https://www.newswire.ca/news-releases/air-canada-affirmed-as-north-americas-only-four-star-full-service-international-carrier-by-the-independent-research-firm-skytrax-693152931.html,"Air Canada Affirmed as North America's Only Four-Star, Full Service International Carrier by the Independent Research Firm Skytrax","Sep 13, 2018, 10:00 ET",693152931.txt
213,214,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-new-maple-leaf-lounge-at-saskatoon-john-g-diefenbaker-international-airport-693142891.html,Media Advisory - Air Canada to Unveil New Maple Leaf Lounge at Saskatoon John G. Diefenbaker International Airport,"Sep 13, 2018, 08:30 ET",693142891.txt
214,215,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-new-maple-leaf-lounge-at-saskatoon-john-g-diefenbaker-international-airport-692864371.html,Media Advisory - Air Canada to Unveil New Maple Leaf Lounge at Saskatoon John G. Diefenbaker International Airport,"Sep 10, 2018, 11:26 ET",692864371.txt
215,216,Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-ferio-pugliese-as-senior-vice-president-government-relations-and-regional-markets-691656251.html,"Air Canada Announces Appointment of Ferio Pugliese as Senior Vice-President, Government Relations and Regional Markets","Aug 24, 2018, 14:00 ET",691656251.txt
216,217,Air Canada Expands Acceptance ,https://www.newswire.ca/news-releases/air-canada-expands-acceptance-of-alipay-and-wechat-pay-to-north-american-and-hong-kong-websites-691354001.html,Air Canada Expands Acceptance of Alipay and WeChat Pay to North American and Hong Kong Websites,"Aug 21, 2018, 09:30 ET",691354001.txt
217,218,"Air Canada, TD, CIBC, Visa and",https://www.newswire.ca/news-releases/air-canada-td-cibc-visa-and-aimia-reach-agreement-in-principle-for-acquisition-of-aeroplan-loyalty-business-691341691.html,"Air Canada, TD, CIBC, Visa and Aimia Reach Agreement in Principle for Acquisition of Aeroplan Loyalty Business","Aug 21, 2018, 07:30 ET",691341691.txt
218,219,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cowen-and-company-11th-annual-global-transportation-conference-691282101.html,Media Advisory - Air Canada Executive Vice President and Chief Financial Officer Michael Rousseau to Present at the Cowen and Company 11th Annual Global Transportation Conference,"Aug 20, 2018, 14:40 ET",691282101.txt
219,220,Air Canada Announces Departure,https://www.newswire.ca/news-releases/air-canada-announces-departure-of-benjamin-smith-president-airlines-and-chief-operating-officer-691041621.html,"Air Canada Announces Departure of Benjamin Smith, President, Airlines and Chief Operating Officer","Aug 16, 2018, 14:08 ET",691041621.txt
220,221,Transporting Live Animals: Air,https://www.newswire.ca/news-releases/transporting-live-animals-air-canada-cargos-position-as-an-industry-leader-reinforced-with-iata-certification-690482531.html,Transporting Live Animals: Air Canada Cargo's Position As An Industry Leader Reinforced With IATA Certification,"Aug 09, 2018, 15:09 ET",690482531.txt
221,222,Air Canada Announces Longlist ,https://www.newswire.ca/news-releases/air-canada-announces-longlist-for-canadas-best-new-restaurants-2018-690467081.html,Air Canada Announces Longlist for Canada's Best New Restaurants 2018,"Aug 09, 2018, 11:50 ET",690467081.txt
222,223,Air Canada Sets New Single Day,https://www.newswire.ca/news-releases/air-canada-sets-new-single-day-record-for-customers-carried-689973881.html,Air Canada Sets New Single Day Record for Customers Carried,"Aug 03, 2018, 08:00 ET",689973881.txt
223,224,Aimia Rejects Bid by Air Canad,https://www.newswire.ca/news-releases/aimia-rejects-bid-by-air-canada-td-cibc-and-visa-canada-consortium-for-aeroplan-program-689942081.html,"Aimia Rejects Bid by Air Canada, TD, CIBC and Visa Canada Consortium for Aeroplan Program","Aug 02, 2018, 20:48 ET",689942081.txt
224,225,Air Canada Reports Second Quar,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2018-results-689320721.html,Air Canada Reports Second Quarter 2018 Results,"Jul 27, 2018, 06:00 ET",689320721.txt
225,226,"Proposal by Air Canada, TD, CI",https://www.newswire.ca/news-releases/proposal-by-air-canada-td-cibc-and-visa-to-acquire-aimias-aeroplan-loyalty-business-689100461.html,"Proposal by Air Canada, TD, CIBC and Visa to Acquire Aimia's Aeroplan Loyalty Business","Jul 25, 2018, 08:00 ET",689100461.txt
226,227,Air Canada named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-at-the-skytrax-world-airline-awards-2018-688381551.html,Air Canada named Best Airline in North America at the Skytrax World Airline Awards 2018,"Jul 17, 2018, 08:56 ET",688381551.txt
227,228,Air Canada President and Chief,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-calin-rovinescu-wins-for-executive-leadership-at-the-2018-airline-strategy-awards-688255701.html,Air Canada President and Chief Executive Calin Rovinescu Wins for Executive Leadership at the 2018 Airline Strategy Awards,"Jul 16, 2018, 06:00 ET",688255701.txt
228,229,Air Canada to Open Redesigned ,https://www.newswire.ca/news-releases/air-canada-to-open-redesigned-maple-leaf-lounge-at-st-johns-international-airport-this-fall-687893471.html,Air Canada to Open Redesigned Maple Leaf Lounge at St. John's International Airport This Fall,"Jul 11, 2018, 10:18 ET",687893471.txt
229,230,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory----air-canada-to-present-second-quarter-2018-results-687514961.html,Media Advisory -  Air Canada to Present Second Quarter 2018 Results,"Jul 06, 2018, 14:17 ET",687514961.txt
230,231,Air Canada Completes Inaugurat,https://www.newswire.ca/news-releases/air-canada-completes-inauguration-of-25-new-non-stop-international-transborder-and-domestic-routes-this-summer-687114301.html,"Air Canada Completes Inauguration of 25 New Non-Stop International, Transborder and Domestic Routes This Summer","Jul 02, 2018, 10:00 ET",687114301.txt
231,232,Air Canada Rouge Celebrates it,https://www.newswire.ca/news-releases/air-canada-rouge-celebrates-its-fifth-birthday-686924421.html,Air Canada Rouge Celebrates its Fifth Birthday,"Jun 29, 2018, 07:00 ET",686924421.txt
232,233,Air Canada Promotes Summer Fam,https://www.newswire.ca/news-releases/air-canada-promotes-summer-family-fun-with-enhanced-services-for-customers-travelling-with-young-children-686822311.html,Air Canada Promotes Summer Family Fun with Enhanced Services for Customers Travelling with Young Children,"Jun 28, 2018, 10:48 ET",686822311.txt
233,234,Air Canada's New Uniforms Reco,https://www.newswire.ca/news-releases/air-canadas-new-uniforms-recognized-internationally-for-best-corporate-design-686274131.html,Air Canada's New Uniforms Recognized Internationally for Best Corporate Design,"Jun 22, 2018, 12:43 ET",686274131.txt
234,235,Air Canada Inaugurates Three N,https://www.newswire.ca/news-releases/air-canada-inaugurates-three-new-non-stop-domestic-routes-686170991.html,Air Canada Inaugurates Three New Non-Stop Domestic Routes,"Jun 21, 2018, 13:00 ET",686170991.txt
235,236,Air Canada Inaugurates Montrea,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-lisbon-portugal-seasonal-flights-685658681.html,"Air Canada Inaugurates Montreal-Lisbon, Portugal Seasonal Flights","Jun 15, 2018, 09:00 ET",685658681.txt
236,237,Air Canada Inaugurates Montrea,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-bucharest-flights-684954811.html,Air Canada Inaugurates Montreal-Bucharest Flights,"Jun 08, 2018, 09:37 ET",684954811.txt
237,238,Air Canada Begins Offering Sat,https://www.newswire.ca/news-releases/air-canada-begins-offering-satellite-connectivity-on-international-flights-684856041.html,Air Canada Begins Offering Satellite Connectivity on International Flights,"Jun 07, 2018, 11:38 ET",684856041.txt
238,239,Air China and Air Canada Sign ,https://www.newswire.ca/news-releases/air-china-and-air-canada-sign-first-china-north-america-airline-joint-venture-684677151.html,Air China and Air Canada Sign First China-North America Airline Joint Venture,"Jun 06, 2018, 07:22 ET",684677151.txt
239,240,Air Canada Celebrates the Laun,https://www.newswire.ca/news-releases/air-canada-celebrates-the-launch-of-seasonal-service-to-ireland-from-montreal-684413791.html,Air Canada Celebrates the Launch of Seasonal Service to Ireland from Montreal,"Jun 03, 2018, 07:24 ET",684413791.txt
240,241,Air Canada Celebrates Launch o,https://www.newswire.ca/news-releases/air-canada-celebrates-launch-of-montreal-tokyo-narita-non-stop-flights-684311961.html,Air Canada Celebrates Launch of Montreal-Tokyo Narita Non-stop Flights,"Jun 01, 2018, 15:36 ET",684311961.txt
241,242,Air Canada Renews Normal Cours,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-and-automatic-share-purchase-plan-683878811.html,Air Canada Renews Normal Course Issuer Bid and Automatic Share Purchase Plan,"May 28, 2018, 16:49 ET",683878811.txt
242,243,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-8th-annual-quebec-conference-683616541.html,Media Advisory - Air Canada Executive Vice President and Chief Financial Officer Michael Rousseau to Present at the National Bank Financial 8th Annual Quebec Conference,"May 24, 2018, 14:27 ET",683616541.txt
243,244,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-11th-annual-wolfe-research-global-transportation-conference-682963871.html,Media Advisory - Air Canada Executive Vice President and Chief Financial Officer Michael Rousseau to Present at the 11th Annual Wolfe Research Global Transportation Conference,"May 17, 2018, 16:51 ET",682963871.txt
244,245,Air Canada Named One of the To,https://www.newswire.ca/news-releases/air-canada-named-one-of-the-top-five-most-attractive-company-brands-to-work-for-in-canada-682408081.html,Air Canada Named One of the Top Five Most Attractive Company Brands to Work For in Canada,"May 11, 2018, 15:35 ET",682408081.txt
245,246,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-bank-of-america-merrill-lynch-2018-transportation-conference-682388361.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to Present at Bank of America Merrill Lynch 2018 Transportation Conference","May 11, 2018, 11:31 ET",682388361.txt
246,247,Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-cancellations-and-delays-due-to-the-windstorm-affecting-toronto-pearson-681805061.html,Air Canada Advises Customers of Cancellations and Delays Due to the Windstorm affecting Toronto-Pearson,"May 04, 2018, 21:34 ET",681805061.txt
247,248,Air Canada Operates Biofuel Fl,https://www.newswire.ca/news-releases/air-canada-operates-biofuel-flight-from-edmonton-to-san-francisco-681562931.html,Air Canada Operates Biofuel Flight From Edmonton to San Francisco,"May 02, 2018, 19:10 ET",681562931.txt
248,249,Air Canada Launches Daily Non-,https://www.newswire.ca/news-releases/air-canada-launches-daily-non-stop-flights-linking-edmonton-and-san-francisco-681433151.html,Air Canada Launches Daily Non-Stop Flights Linking Edmonton and San Francisco,"May 01, 2018, 19:03 ET",681433151.txt
249,250,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-681403851.html,Air Canada Announces Election of Directors,"May 01, 2018, 15:40 ET",681403851.txt
250,251,Air Canada Launches into Summe,https://www.newswire.ca/news-releases/air-canada-launches-into-summer-2018-with-the-first-of-25-new-non-stop-routes-beginning-this-season-681398991.html,Air Canada Launches into Summer 2018 with the First of 25 New Non-Stop Routes Beginning this Season,"May 01, 2018, 14:45 ET",681398991.txt
251,252,Air Canada to Open Maple Leaf ,https://www.newswire.ca/news-releases/air-canada-to-open-maple-leaf-lounge-at-saskatoons-john-g-diefenbaker-international-airport-this-fall-681358211.html,Air Canada to Open Maple Leaf Lounge at Saskatoon's John G. Diefenbaker International Airport This Fall,"May 01, 2018, 09:00 ET",681358211.txt
252,253,Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2018-results-681216061.html,Air Canada Reports First Quarter 2018 Results,"Apr 30, 2018, 06:00 ET",681216061.txt
253,254,Air Canada prepared for potent,https://www.newswire.ca/news-releases/air-canada-prepared-for-potential-labour-disruptions-at-westjet-680944461.html,Air Canada prepared for potential labour disruptions at WestJet,"Apr 26, 2018, 10:54 ET",680944461.txt
254,255,Air Canada to Launch Daily non,https://www.newswire.ca/news-releases/air-canada-to-launch-daily-non-stop-montreal-london-ontario-and-montreal-windsor-ontario-flights-680793671.html,"Air Canada to Launch Daily non-stop Montreal-London, Ontario and Montreal-Windsor, Ontario flights","Apr 25, 2018, 08:00 ET",680793671.txt
255,256,Air Canada to Save 160 Tonnes ,https://www.newswire.ca/news-releases/air-canada-to-save-160-tonnes-of-carbon-on-earth-day-through-innovative-biojet-fuel-project-at-toronto-pearson-airport-680235213.html,Air Canada to Save 160 Tonnes of Carbon on Earth Day through Innovative Biojet Fuel Project at Toronto Pearson Airport,"Apr 19, 2018, 08:00 ET",680235213.txt
256,257,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-participates-in-recognition-event-marking-introduction-of-biojet-fuel-at-toronto-pearson-international-airport-680222453.html,/R E P E A T -- Media Advisory - Air Canada Participates in Recognition Event Marking Introduction of Biojet Fuel at Toronto-Pearson International Airport/,"Apr 19, 2018, 06:00 ET",680222453.txt
257,258,Media Advisory - Air Canada Pa,https://www.newswire.ca/news-releases/media-advisory---air-canada-participates-in-recognition-event-marking-introduction-of-biojet-fuel-at-toronto-pearson-international-airport-680030973.html,Media Advisory - Air Canada Participates in Recognition Event Marking Introduction of Biojet Fuel at Toronto-Pearson International Airport,"Apr 17, 2018, 15:22 ET",680030973.txt
258,259,Air Canada Elevates Premium Tr,https://www.newswire.ca/news-releases/air-canada-elevates-premium-travel-experience-for-international-and-north-american-customers-679968583.html,Air Canada Elevates Premium Travel Experience for International and North American Customers,"Apr 17, 2018, 07:00 ET",679968583.txt
259,260,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2018-results-679915903.html,Media Advisory - Air Canada to Present First Quarter 2018 Results,"Apr 16, 2018, 17:04 ET",679915903.txt
260,261,Gogo's 2Ku Inflight Connectivi,https://www.newswire.ca/news-releases/gogos-2ku-inflight-connectivity-solution-selected-by-air-canada-for-its-bombardier-c-series-aircraft-679142193.html,Gogo's 2Ku Inflight Connectivity Solution Selected by Air Canada for its Bombardier C-Series Aircraft,"Apr 09, 2018, 09:00 ET",679142193.txt
261,262,Air Canada Unveils Expanded Ec,https://www.newswire.ca/news-releases/air-canada-unveils-expanded-economy-fare-structure-to-satisfy-every-customers-travel-needs-678764513.html,Air Canada Unveils Expanded Economy Fare Structure to Satisfy Every Customer's Travel Needs,"Apr 04, 2018, 11:00 ET",678764513.txt
262,263,Air Canada Announces Nominatio,https://www.newswire.ca/news-releases/air-canada-announces-nomination-of-gary-a-doer-to-its-board-of-directors-678453773.html,Air Canada Announces Nomination of Gary A. Doer to its Board of Directors,"Mar 31, 2018, 10:00 ET",678453773.txt
263,264,Air Canada Appoints Robert Ala,https://www.newswire.ca/news-releases/air-canada-appoints-robert-alan-read-vice-president-airports-for-north-america-678046223.html,"Air Canada Appoints Robert Alan Read Vice-President, Airports, for North America","Mar 27, 2018, 10:00 ET",678046223.txt
264,265,Air Canada Senior Vice-Preside,https://www.newswire.ca/news-releases/air-canada-senior-vice-president-people-culture-arielle-meloul-wechsler-assigned-additional-responsibilities-for-corporate-communications-677390343.html,"Air Canada Senior Vice-President People, Culture Arielle Meloul-Wechsler Assigned Additional Responsibilities for Corporate Communications","Mar 20, 2018, 10:00 ET",677390343.txt
265,266,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-desjardins-industrials-telecom-tech--consumer-conference-677107803.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer Michael Rousseau to Present at the Desjardins Industrials, Telecom, Tech &amp; Consumer Conference","Mar 16, 2018, 13:01 ET",677107803.txt
266,267,Air Canada Reports Computer-Te,https://www.newswire.ca/news-releases/air-canada-reports-computer-telecommunications-issues-resolved-and-operations-returning-to-normal-676581083.html,Air Canada Reports Computer-Telecommunications Issues Resolved and Operations Returning to Normal,"Mar 12, 2018, 15:12 ET",676581083.txt
267,268,Air Canada Salutes and Celebra,https://www.newswire.ca/news-releases/air-canada-salutes-and-celebrates-its-women-employees-on-international-womens-day-with-two-all-female-intercontinental-flights-676315033.html,Air Canada Salutes and Celebrates its Women Employees on International Women's Day With Two All-Female Intercontinental Flights,"Mar 08, 2018, 18:36 ET",676315033.txt
268,269,"Air Canada to Launch Daily, Se",https://www.newswire.ca/news-releases/air-canada-to-launch-daily-seasonal-calgary-palm-springs-and-edmonton-las-vegas-flights-next-winter-676122683.html,"Air Canada to Launch Daily, Seasonal Calgary-Palm Springs and Edmonton-Las Vegas Flights Next Winter","Mar 07, 2018, 10:40 ET",676122683.txt
269,270,Air Canada To Launch New Servi,https://www.newswire.ca/news-releases/air-canada-to-launch-new-service-to-kauai-double-frequency-of-western-canada-flights-to-hawaii-with-new-boeing-737-max-fleet-676120173.html,"Air Canada To Launch New Service to Kauai, Double Frequency of Western Canada Flights to Hawaii With New Boeing 737 MAX Fleet","Mar 07, 2018, 10:00 ET",676120173.txt
270,271,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-best-diversity-employers-for-third-consecutive-year-675668913.html,Air Canada Named One of Canada's Best Diversity Employers for Third Consecutive Year,"Mar 02, 2018, 12:03 ET",675668913.txt
271,272,Beyond Borders and the Air Can,https://www.newswire.ca/news-releases/beyond-borders-and-the-air-canada-foundation-renew-their-partnership-to-raise-awareness-about-child-sex-tourism-and-trafficking-675391773.html,Beyond Borders and the Air Canada Foundation Renew their Partnership to Raise Awareness about Child Sex Tourism and Trafficking,"Feb 28, 2018, 08:00 ET",675391773.txt
272,273,Air Canada Proudly Brings Cana,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home---competitors-from-pyeongchang-to-arrive-on-february-26-675133843.html,Air Canada Proudly Brings Canada's Olympic Athletes Home - Competitors from PyeongChang to arrive on February 26,"Feb 26, 2018, 07:00 ET",675133843.txt
273,274,Air Canada Announces the Prici,https://www.newswire.ca/news-releases/air-canada-announces-the-pricing-of-a-canadian-dollar-private-offering-of-enhanced-equipment-trust-certificates-675127923.html,Air Canada Announces the Pricing of a Canadian Dollar Private Offering of Enhanced Equipment Trust Certificates,"Feb 26, 2018, 06:00 ET",675127923.txt
274,275,Air Canada Proudly Brings Cana,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home---competitors-from-pyeongchang-to-arrive-on-february-26-675087783.html,Air Canada Proudly Brings Canada's Olympic Athletes Home - Competitors from PyeongChang to arrive on February 26,"Feb 25, 2018, 12:00 ET",675087783.txt
275,276,Air Canada Reports 2017 Annual,https://www.newswire.ca/news-releases/air-canada-reports-2017-annual-results-674271803.html,Air Canada Reports 2017 Annual Results,"Feb 16, 2018, 06:00 ET",674271803.txt
276,277,Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-jon-turner-as-vice-president-maintenance-674196573.html,"Air Canada Announces Appointment of Jon Turner as Vice President, Maintenance","Feb 15, 2018, 12:59 ET",674196573.txt
277,278,Air Canada Named Eco-Airline o,https://www.newswire.ca/news-releases/air-canada-named-eco-airline-of-the-year-in-air-transport-worlds-2018-annual-airline-industry-achievement-awards-673803093.html,Air Canada Named Eco-Airline of the Year in Air Transport World's 2018 Annual Airline Industry Achievement Awards,"Feb 12, 2018, 10:56 ET",673803093.txt
278,279,Air Canada Shows the World Wha,https://www.newswire.ca/news-releases/air-canada-shows-the-world-what-canada-is-made-of-with-new-ad-narrated-by-ryan-reynolds-673553883.html,Air Canada Shows the World What Canada Is Made of with New Ad Narrated by Ryan Reynolds,"Feb 09, 2018, 06:00 ET",673553883.txt
279,280,Air Canada Named One of Montre,https://www.newswire.ca/news-releases/air-canada-named-one-of-montreals-top-employers-for-fifth-consecutive-year-672205923.html,Air Canada Named One of Montreal's Top Employers for Fifth Consecutive Year,"Feb 01, 2018, 15:42 ET",672205923.txt
280,281,Air Canada Wins Best Corporate,https://www.newswire.ca/news-releases/air-canada-wins-best-corporate-sustainability-report-in-the-canadian-transport-sector-for-the-second-consecutive-year-672202303.html,Air Canada Wins Best Corporate Sustainability Report in the Canadian Transport Sector for the Second Consecutive Year,"Feb 01, 2018, 15:27 ET",672202303.txt
281,282,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2017-results-671990673.html,Media Advisory - Air Canada to Present Fourth Quarter and Full Year 2017 Results,"Jan 31, 2018, 14:24 ET",671990673.txt
282,283,Air Canada's 787 Dreamliner no,https://www.newswire.ca/news-releases/air-canadas-787-dreamliner-non-stop-vancouver-delhi-flights-become-year-round-beginning-june-2018-671774054.html,Air Canada's 787 Dreamliner non-stop Vancouver-Delhi Flights Become Year-Round Beginning June 2018,"Jan 30, 2018, 10:30 ET",671774054.txt
283,284,Air Canada to Launch New Domes,https://www.newswire.ca/news-releases/air-canada-to-launch-new-domestic-regional-routes-starting-july-2018-671769874.html,Air Canada to Launch New Domestic Regional Routes starting July 2018,"Jan 30, 2018, 10:00 ET",671769874.txt
284,285,Air Canada Welcomes Expanded C,https://www.newswire.ca/news-releases/air-canada-welcomes-expanded-canada-israel-air-services-agreement-671144333.html,Air Canada Welcomes Expanded Canada-Israel Air Services Agreement,"Jan 25, 2018, 15:08 ET",671144333.txt
285,286,Media Advisory: Air Canada Lau,https://www.newswire.ca/news-releases/media-advisory-air-canada-launches-aircanadacommedia-a-new-resource-for-media-and-web-content-creators-671073143.html,Media Advisory: Air Canada Launches aircanada.com/media: A New Resource for Media and Web Content Creators,"Jan 25, 2018, 08:00 ET",671073143.txt
286,287,Uncover Europe's Hidden Gems w,https://www.newswire.ca/news-releases/uncover-europes-hidden-gems-with-air-canada-vacations-670691503.html,Uncover Europe's Hidden Gems with Air Canada Vacations,"Jan 23, 2018, 09:00 ET",670691503.txt
287,288,Media Advisory - Air Canada Se,https://www.newswire.ca/news-releases/media-advisory---air-canada-senior-vice-president-financial-planning-and-analysis-amos-kazzaz-to-participate-at-the-cibc-21st-annual-whistler-institutional-investor-conference-669743753.html,"Media Advisory - Air Canada Senior Vice President, Financial Planning and Analysis, Amos Kazzaz, to Participate at the CIBC 21st Annual Whistler Institutional Investor Conference","Jan 17, 2018, 11:01 ET",669743753.txt
288,289,Air Canada Stock Top Performer,https://www.newswire.ca/news-releases/air-canada-stock-top-performer-among-north-american-network-carriers-for-the-second-consecutive-year-in-2017-668952733.html,Air Canada Stock Top Performer Among North American Network Carriers for the Second Consecutive Year in 2017,"Jan 12, 2018, 07:00 ET",668952733.txt
289,290,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-6th-annual-institutional-investor-conference-668325713.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to Present at the AltaCorp Capital 6th Annual Institutional Investor Conference","Jan 08, 2018, 11:48 ET",668325713.txt
290,291,Air Canada Captures the Feelin,https://www.newswire.ca/news-releases/air-canada-captures-the-feeling-of-home-in-new-ad-narrated-by-ryan-reynolds-665469693.html,"Air Canada Captures the Feeling of ""Home"" in New Ad Narrated by Ryan Reynolds","Dec 20, 2017, 12:22 ET",665469693.txt
291,292,Air Canada's Helpful Tips for ,https://www.newswire.ca/news-releases/air-canadas-helpful-tips-for-the-peak-holiday-travel-season-traveltips-665148153.html,Air Canada's Helpful Tips for the Peak Holiday Travel Season #TravelTips,"Dec 19, 2017, 06:00 ET",665148153.txt
292,293,Air Canada Inaugurates Non-Sto,https://www.newswire.ca/news-releases/air-canada-inaugurates-non-stop-flights-to-cartagena-newest-destination-in-ongoing-strategic-international-expansion-664993223.html,Air Canada Inaugurates Non-Stop Flights to Cartagena; Newest Destination in Ongoing Strategic International Expansion,"Dec 18, 2017, 13:05 ET",664993223.txt
293,294,Air Canada Proudly Flies the F,https://www.newswire.ca/news-releases/air-canada-proudly-flies-the-flag-with-renewed-team-canada-olympic-and-paralympic-partnership-664985703.html,Air Canada Proudly Flies the Flag with Renewed Team Canada Olympic and Paralympic Partnership,"Dec 18, 2017, 12:30 ET",664985703.txt
294,295,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-host-team-canada-celebration-and-make-a-special-announcement-664908863.html,/R E P E A T -- Media Advisory - Air Canada to Host Team Canada Celebration and Make a Special Announcement/,"Dec 18, 2017, 06:00 ET",664908863.txt
295,296,Air Canada Launches Montreal-L,https://www.newswire.ca/news-releases/air-canada-launches-montreal-lima-service-first-year-round-non-stop-south-american-flights-from-montreal-664748603.html,Air Canada Launches Montreal-Lima Service; First Year-Round Non-Stop South American Flights from Montreal,"Dec 17, 2017, 07:56 ET",664748603.txt
296,297,Air Canada inaugurates the onl,https://www.newswire.ca/news-releases/air-canada-inaugurates-the-only-non-stop-flights-between-yellowknife-and-vancouver-664597363.html,Air Canada inaugurates the only non-stop flights between Yellowknife and Vancouver,"Dec 16, 2017, 09:41 ET",664597363.txt
