,Titr,URL
557,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-inaugurates-787-dreamliner-service-to-delhi-539278341.html
558,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-787-dreamliner-service-to-delhi-539183171.html
559,Air Canada Doubles V,https://www.newswire.ca/news-releases/air-canada-doubles-vancouver-london-heathrow-flights-for-summer-2016-538721801.html
560,Air Canada Adds Toro,https://www.newswire.ca/news-releases/air-canada-adds-toronto-seoul-non-stop-flights-to-its-growing-international-network-538234641.html
561,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2015-results-535915861.html
562,The 9th edition of t,https://www.newswire.ca/news-releases/the-9th-edition-of-the-air-canada-enroute-film-festival---the-festival-presents-the-finalists-for-the-2015-edition-and-announces-a-free-public-showing-535034861.html
563,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-and-cupe-reach-new-10-year-agreement-subject-to-ratification-on-contract-terms-for-flight-attendants-534963081.html
564,Air Canada and CUPE ,https://www.newswire.ca/news-releases/air-canada-and-cupe-reach-new-10-year-agreement-subject-to-ratification-on-contract-terms-for-flight-attendants-534692581.html
565,Air Canada Reports S,https://www.newswire.ca/news-releases/air-canada-reports-september-traffic-results-530750631.html
566,Air Canada is Offici,https://www.newswire.ca/news-releases/air-canada-is-official-airline-to-nine-canadian-symphony-orchestras-coast-to-coast-with-addition-of-symphony-nova-scotia-and-the-calgary-philharmonic-orchestra-529500111.html
567,Air Canada and Amade,https://www.newswire.ca/news-releases/air-canada-and-amadeus-partner-to-distribute-the-airlines-full-content-and-advance-its-merchandising-vision-worldwide-529495771.html
568,Air Canada and Amade,https://www.newswire.ca/news-releases/air-canada-and-amadeus-partner-to-distribute-the-airlines-full-content-and-advance-its-merchandising-vision-worldwide-529485881.html
569,"As the Puck Drops, C",https://www.newswire.ca/news-releases/as-the-puck-drops-canadas-pro-teams-take-off-on-air-canada-jetz-528789811.html
570,Air Canada Encourage,https://www.newswire.ca/news-releases/air-canada-encourages-travelers-to-form-a-toronto-connection-528709351.html
571,Air Canada Named Can,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-business-travellers-in-ipsos-reid-survey-528476001.html
572,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-14th-annual-eastern-institutional-investor-conference-526473751.html
573,Air Canada Buys Back,https://www.newswire.ca/news-releases/air-canada-buys-back-3185735-shares-at-a-total-cost-of-367-million-526257821.html
574,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-new-service-from-montreal-to-casablanca-525952471.html
575,Air Canada Adds Afri,https://www.newswire.ca/news-releases/air-canada-adds-africa-and-four-new-european-cities-to-its-growing-international-network-for-summer-2016-525951391.html
576,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-partners-with-celebrated-canadian-chef-david-hawksworth-taking-canadian-dining-to-new-heights-524347971.html
577,Air Canada Partners ,https://www.newswire.ca/news-releases/air-canada-partners-with-celebrated-canadian-chef-david-hawksworth-taking-canadian-dining-to-new-heights-524222021.html
578,Air Canada Reports A,https://www.newswire.ca/news-releases/air-canada-reports-august-traffic-results-524184501.html
579,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-unveil-enhancements-for-international-business-travel-524060791.html
580,Air Canada Executive,https://www.newswire.ca/news-releases/air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-cowen-and-company-8th-annual-global-transportation-conference-in-boston-523637451.html
581,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-enhancements-for-international-business-travel-523583671.html
582,Air Canada Issues 20,https://www.newswire.ca/news-releases/air-canada-issues-2014-corporate-sustainability-report-523491681.html
583,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-president-passenger-airlines-benjamin-smith-to-present-at-the-20th-annual-boyd-group-international-aviation-forecast-summit-523407841.html
584,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-passenger-airlines-benjamin-smith-to-present-at-the-20th-annual-boyd-group-international-aviation-forecast-summit-523253331.html
585,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2015-results-521528401.html
586,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-july-traffic-results-520882751.html
587,Air Canada Serving R,https://www.newswire.ca/news-releases/air-canada-serving-record-numbers-of-customers-520309181.html
588,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-first-boeing-787-9-dreamliner-to-its-fleet-520638352.html
589,Air Canada to Presen,https://www.newswire.ca/news-releases/air-canada-to-present-second-quarter-2015-results-518126291.html
590,Air Canada to Boost ,https://www.newswire.ca/news-releases/air-canada-to-boost-delhi-non-stop-flights-to-daily-service-516260931.html
591,Air Canada Foundatio,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-nets-over-1000000-in-support-of-childrens-charities-across-canada-518064551.html
592,Air Canada Reports J,https://www.newswire.ca/news-releases/air-canada-reports-june-traffic-results-518021951.html
593,Air Canada Operation,https://www.newswire.ca/news-releases/air-canada-operational-update-518037551.html
594,Illegal Labour Disru,https://www.newswire.ca/news-releases/illegal-labour-disruption-at-consolidated-aviation-fueling-of-toronto-affecting-all-airlines-operating-at-pearson-international-airport-advice-for-air-canada-customers-518013191.html
595,Happy Birthday to Ca,https://www.newswire.ca/news-releases/happy-birthday-to-canada-and-air-canada-rouge-518035701.html
596,Air Canada rouge lau,https://www.newswire.ca/news-releases/air-canada-rouge-launches-the-only-non-stop-daily-flights-between-toronto-and-abbotsford-518032301.html
597,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-agreement-with-its-customer-service-and-sales-agents-517985191.html
598,Air Canada Adds Lyon,https://www.newswire.ca/news-releases/air-canada-adds-lyon-london-gatwick-to-its-growing-global-network-517980231.html
599,Air Canada and Unifo,https://www.newswire.ca/news-releases/air-canada-and-unifor-reach-tentative-agreement-on-new-contract-517936311.html
600,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-non-stop-services-to-amsterdam-and-mexico-city-to-further-drive-international-expansion-strategy-517864091.html
601,Air Canada Reports M,https://www.newswire.ca/news-releases/air-canada-reports-may-traffic-results-517849471.html
602,Air Canada Establish,https://www.newswire.ca/news-releases/air-canada-establishes-new-financial-targets-517832331.html
603,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-the-national-bank-financial-5th-annual-quebec-conference-in-toronto-517827181.html
604,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-calgary-terrace-service-today-517825901.html
605,Air China to Launch ,https://www.newswire.ca/news-releases/air-china-to-launch-beijing-montreal-flights-in-cooperation-with-air-canada-517756861.html
606,Air Canada Opts Out ,https://www.newswire.ca/news-releases/air-canada-opts-out-of-air-canada-pension-plan-funding-regulations-2014-517751591.html
607,Air Canada Invests i,https://www.newswire.ca/news-releases/air-canada-invests-in-improved-premium-product-on-air-canada-rouge-517749451.html
608,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-seasonal-service-to-atlantic-city-today-517740131.html
609,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-to-host-2015-investor-day-on-june-2-in-toronto-517726561.html
610,Air Canada Adds Aust,https://www.newswire.ca/news-releases/air-canada-adds-austin-tx-to-global-network-today-517725101.html
611,Air Canada rouge lau,https://www.newswire.ca/news-releases/air-canada-rouge-launches-seasonal-non-stop-service-between-montreal-and-venice-517721561.html
612,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-bank-of-america-merrill-lynch-2015-transportation-conference-517714491.html
613,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-517714251.html
614,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-first-quarter-2015-results-517696461.html
615,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2015-results-517679821.html
616,Air Canada Reports A,https://www.newswire.ca/news-releases/air-canada-reports-april-traffic-results-517678641.html
617,Air Canada Expands I,https://www.newswire.ca/news-releases/air-canada-expands-international-and-domestic-networks-today-launching-vancouver-osaka-vancouver-comox-calgary-nanaimo-and-calgary-halifax-services-517672781.html
618,Air Canada First For,https://www.newswire.ca/news-releases/air-canada-first-foreign-airline-to-offer-customers-the-ease-and-convenience-of-tsa-pre-program-at-us-airports-517505621.html
619,Air Canada to Host 2,https://www.newswire.ca/news-releases/air-canada-to-host-2015-investor-day-on-june-2-in-toronto-517504911.html
620,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2015-results-517491671.html
621,Air Canada Confirms ,https://www.newswire.ca/news-releases/air-canada-confirms-ratification-of-new-contract-with-international-brotherhood-of-teamsters-517443241.html
622,Air Canada Reports M,https://www.newswire.ca/news-releases/air-canada-reports-march-load-factor-on-record-volume-of-passengers-517424491.html
623,Air Canada Responds ,https://www.newswire.ca/news-releases/air-canada-responds-to-developments-at-the-toronto-port-authority-no-support-for-jets-at-billy-bishop-517422071.html
624,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-update-3-on-ac624-517407201.html
625,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-update-2-on-ac624-517407111.html
626,Air Canada provides ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-ac624-517407051.html
627,Air Canada Digital S,https://www.newswire.ca/news-releases/air-canada-digital-strategy-leaps-ahead-with-apple-watch-app-517404861.html
628,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-closing-of-over-us1-billion-private-offering-of-enhanced-equipment-trust-certificates-517396871.html
629,Air Canada Partners ,https://www.newswire.ca/news-releases/air-canada-partners-with-the-next-billion-women--the-economy-of-the-future-conference-517366821.html
630,Air Canada to Carry ,https://www.newswire.ca/news-releases/air-canada-to-carry-canadas-top-professional-hockey-teams-517390271.html
631,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offering-of-enhanced-equipment-trust-certificates-517349951.html
632,Air Canada and GOL S,https://www.newswire.ca/news-releases/air-canada-and-gol-sign-codeshare-agreement-517386001.html
633,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-private-offering-of-enhanced-equipment-trust-certificates-517348161.html
634,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-february-load-factor-with-record-traffic-results-517333981.html
635,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-service-to-atlantic-city-from-toronto-hub-517376301.html
636,Air Canada Named Top,https://www.newswire.ca/news-releases/air-canada-named-top-airline-in-customer-loyalty-516830371.html
637,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-full-year-2014-results-516872591.html
638,Air Canada rouge to ,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-new-service-with-competitive-fares-from-hamilton-and-abbotsford-516854701.html
639,Air Canada and UNITE,https://www.newswire.ca/news-releases/air-canada-and-unite-reach-tentative-agreement-on-new-contract-516853301.html
640,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-january-load-factor-with-record-traffic-results-516846741.html
641,Air Canada Customers,https://www.newswire.ca/news-releases/air-canada-customers-satisfied-with-bilingual-service-delivery-516845511.html
642,Air Canada and Inter,https://www.newswire.ca/news-releases/air-canada-and-international-brotherhood-of-teamsters-reach-tentative-agreement-on-new-contract-516845651.html
643,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2014-results-516842091.html
644,Air Canada's Amended,https://www.newswire.ca/news-releases/air-canadas-amended-and-extended-capacity-purchase-agreement-with-chorus-aviation-inc-successfully-concluded-516835881.html
645,Air Canada and Choru,https://www.newswire.ca/news-releases/air-canada-and-chorus-aviation-inc-announce-a-conditional-amended-and-extended-capacity-purchase-agreement-516446581.html
646,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital--atb-corporate-financial-services-institutional-investor-conference-516444271.html
647,Air Canada Reports D,https://www.newswire.ca/news-releases/air-canada-reports-december-and-full-year-load-factor-516273501.html
648,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-seasonal-flights-between-toronto-and-mont-tremblant-quebec-516808721.html
649,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-year-round-service-to-rio-de-janeiro-516764881.html
650,Alexandre Bilodeau V,https://www.newswire.ca/news-releases/alexandre-bilodeau-voted-air-canada-athlete-of-the-year-516764351.html
651,Air Canada Offers Wi,https://www.newswire.ca/news-releases/air-canada-offers-winter-travel-tips-516748771.html
652,Air Canada Makes Str,https://www.newswire.ca/news-releases/air-canada-makes-strategic-enhancements-to-its-north-american-network-starting-spring-2015-new-services-to-terrace-nanaimo-comox-halifax-austin-and-mexico-city-516653801.html
653,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-service-to-dubai-516641081.html
654,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-boeing-777-to-its-daily-flight-from-toronto-pearson-international-airport-to-bridgetown-grantley-adams-international-airport-barbados-on-december-1-2014-516634021.html
655,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-boeing-777-to-its-daily-flight-from-toronto-pearson-international-airport-to-bridgetown-grantley-adams-international-airport-barbados-on-december-1-2014-516633991.html
656,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-boeing-777-to-its-daily-flight-from-toronto-pearson-international-airport-to-bridgetown-grantley-adams-international-airport-barbados-on-december-1-2014-516633391.html
657,Air Canada Wins Mult,https://www.newswire.ca/news-releases/air-canada-wins-multiple-travel-awards-affirming-its-leadership-position-among-north-american-carriers-516628131.html
658,Air Canada Reports N,https://www.newswire.ca/news-releases/air-canada-reports-november-load-factor-516615131.html
659,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-2014-global-industrials-conference-516545721.html
660,Air Canada Expands I,https://www.newswire.ca/news-releases/air-canada-expands-introduction-of-boeing-787-dreamliners-to-more-asia-routes-from-vancouver-516454731.html
661,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---photo-and-video-opportunity-air-canadas-new-787-dreamliner-in-vancouver-516451081.html
662,Air Canada Invites C,https://www.newswire.ca/news-releases/air-canada-invites-canadians-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2014-516440521.html
663,Media Advisory - Pho,https://www.newswire.ca/news-releases/media-advisory---photo-and-video-opportunity-air-canadas-new-787-dreamliner-in-vancouver-516434681.html
664,Air Canada Executive,https://www.newswire.ca/news-releases/air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-scotiabank-transportation-and-aerospace-conference-2014-516362741.html
665,Air China and Air Ca,https://www.newswire.ca/news-releases/air-china-and-air-canada-to-form-comprehensive-strategic-alliance-strengthening-canada-china-network-516349471.html
666,Air China and Air Ca,https://www.newswire.ca/news-releases/air-china-and-air-canada-to-form-comprehensive-strategic-alliance-strengthening-canada-china-network-516349271.html
667,Air Canada Expands I,https://www.newswire.ca/news-releases/air-canada-expands-introduction-of-new-international-business-class-and-premium-economy-seating-516321821.html
668,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2014-results-516320001.html
669,Air Canada Reports O,https://www.newswire.ca/news-releases/air-canada-reports-october-load-factor-516314191.html
670,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-2015-516272531.html
671,Air Canada Given Top,https://www.newswire.ca/news-releases/air-canada-given-top-honours-by-canadian-occupational-safety-magazines-safest-employers-awards-516254891.html
672,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-landmark-agreement-with-its-pilots-516240741.html
673,Air Canada announces,https://www.newswire.ca/news-releases/air-canada-announces-that-its-shares-will-trade-on-the-toronto-stock-exchange-under-a-single-ticker-516098891.html
674,Air Canada to Presen,https://www.newswire.ca/news-releases/air-canada-to-present-2014-third-quarter-results-516088501.html
675,Air Canada and the A,https://www.newswire.ca/news-releases/air-canada-and-the-air-canada-pilots-association-reach-new-agreement-subject-to-ratification-on-contract-terms-for-10-years-515792811.html
676,Air Canada Reports S,https://www.newswire.ca/news-releases/air-canada-reports-september-load-factor-515792521.html
677,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-airline-and-aerospace-investor-day-515744911.html
678,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-board-of-directors-515737551.html
679,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515734751.html
680,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515732911.html
681,Air Canada Adds Mont,https://www.newswire.ca/news-releases/air-canada-adds-montreal-venice-doubles-montreal-paris-flights-for-summer-2015-schedule-515695471.html
682,Air Canada's Interna,https://www.newswire.ca/news-releases/air-canadas-international-expansion-extends-to-amsterdam-515695291.html
683,Air Canada Named Can,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-canadian-business-travellers-in-ipsos-reid-study-515680061.html
684,Air Canada Aligns Do,https://www.newswire.ca/news-releases/air-canada-aligns-domestic-first-checked-bag-policy-with-other-canadian-carriers-515641611.html
685,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-vancouver-to-osaka-japan-515626801.html
686,Air Canada Executive,https://www.newswire.ca/news-releases/air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-13th-annual-eastern-institutional-investor-conference-515610631.html
687,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-global-industrials-conference-515431841.html
688,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-new-executive-appointment-515386151.html
689,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-cowen-and-company-global-transportation--aerospacedefense-conference-515383031.html
690,Air Canada Issues 20,https://www.newswire.ca/news-releases/air-canada-issues-2013-corporate-sustainability-report-515357761.html
691,Air Canada Expands P,https://www.newswire.ca/news-releases/air-canada-expands-preferred-seating-options-for-customers-seeking-additional-legroom-on-north-american-flights-515305591.html
692,Air Canada Foundatio,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-raises-over-1000000-in-support-of-childrens-charities-across-canada-515234461.html
693,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2014-results-515214051.html
694,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-july-load-factor-515211411.html
695,Air Canada rouge to ,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-seasonal-flights-from-vancouver-to-palm-springs-california-515149721.html
696,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2014-second-quarter-results-515135891.html
697,Air Canada Celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-launch-of-its-boeing-787-dreamliner-to-tokyo-haneda-515127841.html
698,Air Canada Named Bes,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-for-fifth-consecutive-year-515070061.html
699,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-service-to-panama-city-514916751.html
700,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-june-load-factor-514905171.html
701,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-tokyo-haneda-service-from-toronto-514575291.html
702,Air Canada Achieves ,https://www.newswire.ca/news-releases/air-canada-achieves-single-day-record-for-customers-carried-514564241.html
703,Air Canada Opens Map,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514490471.html
704,Air Canada Opens Map,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514489861.html
705,Air Canada Moves to ,https://www.newswire.ca/news-releases/air-canada-moves-to-london-heathrows-new-terminal-2-514469361.html
706,Hot Summer Travel Ti,https://www.newswire.ca/news-releases/hot-summer-travel-tips-for-cool-air-canada-flying-514447471.html
707,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-leveraged-finance-conference-514432921.html
708,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-may-load-factor-514418121.html
709,Air Canada President,https://www.newswire.ca/news-releases/air-canada-president-and-ceo-calin-rovinescu-named-iata-chairman-514409581.html
710,Air Canada St. John',https://www.newswire.ca/news-releases/air-canada-st-johns-nl-london-heathrow-flights-to-become-year-round-514395701.html
711,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-4th-annual-quebec-conference-514389681.html
712,Air Canada Increases,https://www.newswire.ca/news-releases/air-canada-increases-capacity-to-charlottetown-during-peak-summer-celebrations-514372491.html
713,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-duncan-bureau-as-vice-president-global-sales-514364751.html
714,Air Canada rouge Exp,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-hawaii-514362761.html
715,Air Canada Ready to ,https://www.newswire.ca/news-releases/air-canada-ready-to-implement-expanded-use-of-portable-electronic-devices-for-all-phases-of-flight-aboard-its-aircraft-514357041.html
716,A new era for Air Ca,https://www.newswire.ca/news-releases/a-new-era-for-air-canada-airline-launches-major-new-marketing-campaign-may-20-514322441.html
717,Air Canada Debuts Ne,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514322111.html
718,Air Canada Debuts Ne,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514321491.html
719,/R E P E A T -- Phot,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514319931.html
720,Air Canada's Dreamli,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317971.html
721,Air Canada's Dreamli,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317941.html
722,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-514315921.html
723,/R E P E A T -- Phot,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514313311.html
724,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2014-results-514300861.html
725,Photo and Video Oppo,https://www.newswire.ca/news-releases/photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514286021.html
726,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-year-round-service-to-rio-de-janeiro-514260771.html
727,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-april-load-factor-514241001.html
728,Air Canada Opposes P,https://www.newswire.ca/news-releases/air-canada-opposes-proposed-ontario-budget-increases-to-aviation-fuel-taxes-514222441.html
729,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2014-results-514219151.html
730,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-bank-of-america-merrill-lynch-2014-transportation-conference-514188811.html
731,Air Canada Successfu,https://www.newswire.ca/news-releases/air-canada-successfully-completes-us400-million-unsecured-financing-514089391.html
732,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-upsized-offering-of-unsecured-notes-514069411.html
733,Air Canada is the Fi,https://www.newswire.ca/news-releases/air-canada-is-the-first-canadian-airline-to-offer-customers-wi-fi-connectivity-on-board-aircraft-across-north-america-514057011.html
734,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-proposed-financing-transaction-514045731.html
735,Air Canada Reports M,https://www.newswire.ca/news-releases/air-canada-reports-march-traffic-results-and-provides-updates-for-the-first-quarter-and-full-year-2014-514033121.html
736,Air Canada's enRoute,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival---call-for-entries-514018031.html
737,Air Canada announces,https://www.newswire.ca/news-releases/air-canada-announces-adoption-of-advance-notice-by-law-514004351.html
738,Air Canada rouge Exp,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-western-canada-513988101.html
739,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-february-traffic-results-513879281.html
740,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-2014-aviation-transportation--industrials-conference-513858251.html
741,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-agreement-to-expand-air-services-between-canada-and-mexico-513760531.html
742,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-jp-morgan-global-high-yield--leveraged-finance-conference-513758001.html
743,Air Canada rouge off,https://www.newswire.ca/news-releases/air-canada-rouge-offers-30-percent-more-capacity-with-launch-of-montreal-orlando-service-february-15th-513739791.html
744,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-full-year-2013-results-513717511.html
745,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-january-load-factor-513680481.html
746,Air Canada to Presen,https://www.newswire.ca/news-releases/air-canada-to-present-fourth-quarter-and-full-year-2013-results-513633451.html
747,Air Canada rouge to ,https://www.newswire.ca/news-releases/air-canada-rouge-to-offer-more-caribbean-destinations-this-summer-from-toronto-and-montreal-513616381.html
748,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-pension-plan-solvency-update---domestic-plans-estimated-to-be-in-a-small-surplus-position-as-at-january-1-2014-513592141.html
749,Air Canada Named Bes,https://www.newswire.ca/news-releases/air-canada-named-best-long-haul-airline-in-the-americas-513557801.html
750,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-and-atb-corporate-financial-services-institutional-investor-conference-513540861.html
751,Air Canada Advises C,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513520421.html
